name,anime_count_score,shared_10s_score,global_user_mean_diff_score,user_mean_diff_score,pearson_score,final_score
chokoreeto,9.52893323672382,7.5,-3.82639001458908,-2.5806451612903203,22.601303452137643,33.22320151298206
KahlanLeann,16.722547761925203,0.0,-0.20010768126345369,-4.910714285714285,21.609018289106082,33.22074408405355
BananaPudding,19.884395407865334,11.25,-2.11073887958311,-9.777777777777771,13.964197111317489,33.21007586182194
Milciwee,18.658198380533317,3.75,-2.081638350482578,-10.0,22.857948237475203,33.18450826752594
Anhel,26.8172163599404,0.0,-0.7687373035389697,-10.0,17.02529264676892,33.07377170317035
Sauucey,13.324325227140728,11.25,-4.475216994061213,-10.0,22.906766068404774,33.00587430148428
davidman001,19.34117255503333,3.75,-0.10932525221527811,-5.68702290076336,15.698591533182801,32.99341593523749
SilverBurst,33.607261271937574,3.75,-2.8824450119449807,-10.0,8.51346646549262,32.98828272548521
BlondSkate,16.303293796921164,3.75,-2.1250749158637205,-10.0,25.04122684858732,32.96944572964476
Anchy,13.754626895832804,3.75,-2.450991219835444,-7.087912087912088,24.992122469606922,32.957846057692194
Karmaah,13.611368366644781,0.0,-0.7596314907872639,-10.0,30.090138447347805,32.94187532320532
thisisnotideal,9.677101856439862,0.0,-2.6768764457206657,-4.444444444444443,30.3387701823738,32.89455114864855
deadmei,13.324325227140728,7.5,-5.0,-1.931818181818187,18.9939860578965,32.88649310321904
afwcal,25.67466623196068,3.75,-4.954521209398948,-8.74301675977653,17.142522603786198,32.8696508665714
BigMacaque,17.140223483545235,7.5,-5.0,-8.26086956521739,21.480423806299616,32.85977772462746
alice,21.76357998540125,3.75,-0.17014603217429425,-0.718120805369125,8.158547980239248,32.78386112809708
syxterr,17.83284247872528,7.5,-5.0,-5.5,17.939646311441365,32.77248879016665
Sepia,12.603648571800585,0.0,-4.9010110794938555,-10.0,35.04349841277286,32.74613590507959
xSirius,8.63623895053155,3.75,-5.0,-10.0,35.35516255355238,32.74140150408393
Pockeyramune919,12.169138254084492,3.75,-0.9695351758794004,-10.0,27.78460120129243,32.73420427949752
OnionDM,10.709372103924142,0.0,-3.835606604450831,-10.0,35.80466339353401,32.67842889300732
BeHereN0AH,20.01976272013333,3.75,-1.3702704699970525,-10.0,20.262068081781777,32.661560331918054
TeamS,21.096388244741295,7.5,-2.448701842546072,-10.0,16.48388497175075,32.631571373945974
Shiori22,27.1949099158323,0.0,-3.0170485937541045,-10.0,18.452251187174276,32.63011250925247
sauntheninja,14.040617873080858,3.75,-3.6650996920084395,-10.0,28.463889798696826,32.58940797976925
dashwav,21.896492252405242,7.5,-5.0,-7.63333333333334,15.805351471060007,32.568510390131905
albertz,21.896492252405242,7.5,-5.0,-8.799999999999997,16.90742198889967,32.50391424130491
AmVeryPizzaTired,9.23206991616373,3.75,-2.073701842546072,-6.333333333333329,27.851110423528525,32.426145163812855
scarletdust,16.303293796921164,3.75,-2.400304273661881,-10.0,24.768465450767195,32.421454974026474
NainIota,20.69396887583331,0.0,-3.1091628354538727,-10.0,24.819991541133067,32.404797581512504
YellowCheese,23.08481143852112,0.0,-1.831958534812422,-4.779874213836479,15.907625667433297,32.380604357305515
Aurori,14.040617873080858,0.0,-0.42092181336791157,-10.0,28.684301387268402,32.30399744698135
acdo,16.16319175450115,7.5,-5.0,-5.379629629629633,19.005774902347675,32.28933702721919
LelouchDono,25.162306805304787,7.5,-1.6786791098348885,-10.0,11.3020557371587,32.2856834326286
RSaturn,23.999239513332995,3.75,-0.5937821638312073,-10.0,15.109018765613001,32.26447611511479
nrabulinski,9.083375215319688,0.0,-0.6443233114726183,-6.881355932203391,30.705944479320525,32.2636404509642
gabry90,30.28098008333123,0.0,-3.940187046342821,-10.0,15.889789900189982,32.23058293717839
Moelancholy,32.906060516337966,11.25,-2.9196402178962018,-10.0,0.9856677275057298,32.22208802594749
Blazgirl,11.149143232920252,0.0,-0.10566531286570324,-5.0,26.16342459505995,32.2069025151145
Quiet,29.427928140119562,0.0,-1.5833954461301687,-10.0,14.356292545075087,32.20082523906448
mrzerocool,23.346953404633087,7.5,-1.1896438715315725,-10.0,12.53096887977852,32.18827841288004
Randomteamm8te,12.314150387032523,0.0,-0.6662944351386528,-10.0,30.51400403602593,32.1618599879198
Aer0,11.733049692984395,3.75,-1.277165046009273,-10.0,27.937551684850945,32.14343633182607
planetJane,21.230177313625287,3.75,-3.165655865534575,-6.937931034482759,17.25504396099911,32.13163437460706
cross,19.884395407865334,3.75,-5.0,-10.0,23.46038908985681,32.094784497722145
theenky,13.036580646132672,3.75,-1.9884305247166054,-10.0,27.235304774310688,32.03345489572675
OnePunchTomato,13.89771006464483,0.0,-5.0,-10.0,33.128824684778486,32.02653474942332
Ghone,15.460051136761065,7.5,-2.960433234131827,-10.0,22.0156565331879,32.01527443581714
Barbas,14.752526509620967,0.0,-3.9070351758794004,-10.0,31.15540394429287,32.000895278034434
Ed,24.25892643418095,11.25,-4.829654223498451,-5.56547619047619,6.869740815809237,31.983536836015546
Gucci,31.96130599448246,7.5,-1.4287743063141818,-8.369565217391312,2.311116731876325,31.97408320265329
Sumia,26.94328957228037,7.5,-3.6028023716465896,-5.2328042328042415,6.360719217109828,31.968402184939368
ElneraAline,8.785459732503597,3.75,-1.7508595609627022,-10.0,31.039562762031686,31.82416293357258
minmod,19.74885273522133,7.5,-4.951811295282383,-6.604477611940297,16.126461060655362,31.819024888654013
Frostsamurai,12.02395076076046,0.0,-1.5043572291838885,-10.0,31.234642714511235,31.754236246087807
romagia,35.78608224203618,3.75,-3.365210080822365,-10.0,5.5425900245589474,31.713462185772762
lunayar,11.441447183704327,0.0,-1.0596314907872681,-10.0,31.310131002478695,31.691946695395753
Kattenpik,16.58297180063319,0.0,-5.0,-10.0,30.072801092332178,31.655772892965366
AoiKarasu,19.884395407865334,3.75,-0.629257398101629,-10.0,18.623996257980853,31.629134267744558
kamina1124,15.460051136761065,7.5,-3.6885885739376505,-10.0,22.271846957021705,31.54330951984512
NothingReally,23.215970101765105,7.5,-2.5007851758794004,-8.09375,11.406121053883165,31.52755597976887
stalesalami,9.23206991616373,0.0,-4.990368509212729,-7.333333333333343,34.61218325994199,31.520551333559652
Sakki,19.61313470220133,0.0,-2.87320058941323,-10.0,24.77587546255571,31.51580957534381
Hitsu,31.365135206102742,0.0,-4.873701842546069,-2.5333333333333314,7.546048118729141,31.50414814895248
AdmiralNyantaku,15.882461588533115,0.0,-1.0296766853133619,-10.0,26.576504019208148,31.4292889224279
HonestArse,13.89771006464483,0.0,-0.7668778675988577,-10.0,28.29809195280977,31.428924149855742
aleksanteri,10.268022731544026,3.75,-4.541363534088362,-10.0,31.943992775197998,31.420651972653662
brunosan,13.89771006464483,3.75,-2.0048612628359166,-10.0,25.768586819099724,31.411435620908637
Mithdran,9.972913014743945,0.0,-1.9454967143409334,-10.0,33.365765902120096,31.393182202523107
Emberlith,22.029229159033232,7.5,-0.21548138041198683,-10.0,12.070156443286127,31.383904221907372
Cornier,19.06850896636133,7.5,-1.2519964161894848,-10.0,15.97295325267693,31.289465802848774
2DSunterz,13.324325227140728,7.5,-5.0,-10.0,25.43075977818577,31.255085005326496
kingshadow481,17.694669400441274,3.75,-5.0,-10.0,24.805799181818788,31.250468582260062
mondobutter,20.154954672025326,7.5,-1.480027876609327,-9.452554744525543,14.521255904801999,31.243627955692453
ephrael,12.748134623620615,3.75,-4.502273271117502,-1.1190476190476204,20.350949317070924,31.227763050526416
Antii,9.825095115779904,0.0,-1.8742148241205996,-10.0,33.201817313385725,31.152697605045027
Ekcol,26.05709451800459,7.5,-3.989452758296977,-1.8131868131868032,3.396682628413695,31.151137574934506
Pyrand,16.022914351705133,0.0,-2.9958202226083728,-5.3738317757009355,23.46741533370012,31.120677687095945
riceymess,15.318896932085046,3.75,-2.8776234111735164,-9.666666666666671,24.54913174839508,31.07373860263994
TripleJ,14.752526509620967,7.5,-3.549892318736539,-5.244897959183675,17.48417094901457,30.941907180715322
JustiBasti,16.722547761925203,7.5,-3.6838208901651086,-10.0,20.380045165257744,30.91877203701784
Madmordo,16.58297180063319,3.75,-3.614242383086605,-10.0,24.157540681398196,30.87627009894478
Alaysh,20.289971263541325,3.75,-0.2596314907872639,-10.0,17.054065761219693,30.834405533973754
GCNess,8.037602218883361,7.5,-1.214727483571707,-8.269230769230774,24.768559719310815,30.822203685391695
Xaltz,24.776195951364862,0.0,-2.110406684585719,-10.0,18.14564509212414,30.811434358903284
Aokiri,20.42481249468132,3.75,-5.0,-10.0,21.6274251871746,30.80223768185592
PacificVoid,10.415314549380065,11.25,-2.5099763523499945,-10.0,21.62617915608165,30.78151735311172
sirhatsley,32.31690414299828,7.5,-3.5958763775961415,-2.4248927038626675,-3.1164311263342284,30.679703935205247
Fireflier,7.887504635031312,0.0,-1.0439452162774643,-10.0,33.763840070679976,30.607399489433824
EnergeticNova,24.25892643418095,7.5,-0.5274886336444098,-3.660714285714292,3.0146078070695634,30.58533132189181
poeta745,21.096388244741295,3.75,-2.4139796203238433,-8.25,16.39984778174932,30.58225640616677
eightspancrow,13.324325227140728,7.5,-0.3543284604842327,-4.147727272727273,14.233440299403743,30.555709793332962
stargirl,22.558423181785184,0.0,-1.4392932403955285,-0.9677419354838719,10.378746824267939,30.530134830173722
Yakei,7.436159721219161,3.75,-4.2195351758794,-10.0,33.549037887938766,30.51566243327853
fror,11.295382888500288,7.5,-3.1637919326361583,-10.0,24.87361640338954,30.50520735925367
Einstein,12.603648571800585,0.0,-2.190167705999883,-10.0,30.082228555879002,30.495709421679706
JustSomeTenshi,9.23206991616373,0.0,-5.0,-10.0,36.24622585533085,30.47829577149458
user5060,12.169138254084492,3.75,-5.0,-3.112499999999997,22.64333909472896,30.449977348813455
YoriMoon,25.418837239384732,0.0,-0.44658319847826533,-10.0,15.409898495778052,30.38215253668452
Dxvxdffm,21.76357998540125,3.75,-1.105021753060612,-10.0,15.967914136714588,30.37647236905523
kgemori,14.183350321140878,3.75,-2.688709504971662,-10.0,25.1030399246737,30.347680740842915
kuuraax,18.108662554165296,3.75,-5.0,-10.0,23.466211404948893,30.32487395911419
GodNadeko,20.962423815481298,3.75,-4.97346874231296,-7.384615384615387,17.91518431841215,30.269524006965103
BlackStarIchigo,18.521077464505314,0.0,-2.1270351758793993,-10.0,23.860357141947862,30.254399430573777
Cory,10.268022731544026,0.0,-4.9144978624465665,-10.0,34.89853214024997,30.25205700934743
DragonXi,14.325907408824902,0.0,-5.0,-5.5052631578947455,26.378524859858558,30.199169110788716
SaiTempest,13.036580646132672,0.0,-5.0,-10.0,32.13933843728529,30.17591908341796
Mienus,24.51791191352491,7.5,-0.7694354123558966,-2.529411764705891,1.444960237270396,30.16402497373352
Laudandus,26.437944560664498,7.5,-0.9205486893929162,-10.0,7.139113133185138,30.15650900445672
NateShift,14.610495503064948,0.0,-3.8297155882505365,-10.0,29.355316382928464,30.136096297742874
anineh,11.295382888500288,7.5,-5.0,-9.797297297297305,26.106156281782006,30.10424187298499
Dudenikov,18.246309551321303,0.0,-2.4639457449850966,-10.0,24.318422190215138,30.100785996551345
Crio,12.748134623620615,3.75,-3.9070351758794004,-8.273809523809518,25.757455535026313,30.07474545895801
Erwin,18.38378118810131,0.0,-3.2215513049116566,-4.112903225806448,19.012603577404935,30.06193023478814
dentao234,20.69396887583331,3.75,-0.4850493602765624,-8.687943262411352,14.738915518834315,30.00989177197971
arneeee,13.324325227140728,7.5,-5.0,-6.4772727272727195,20.6479721743208,29.995024674188805
Delyew,14.468289136132924,0.0,-5.0,-1.6145833333333286,22.126603148826423,29.980308951626018
Ifeelfine,13.036580646132672,0.0,-4.139593315414288,-3.046511627906966,24.078507010045787,29.928982712857206
Chiruno,10.268022731544026,7.5,-4.690617265431641,-8.28358208955224,25.12422109547135,29.918044472031493
pizzapancake,8.18752444235941,3.75,-1.5957144211624126,-10.0,29.571595086214177,29.913405107411172
EsterGP,15.318896932085046,3.75,-1.4851216868656962,-10.0,22.287934469248643,29.871709714467993
cruelnoise,18.38378118810131,0.0,-2.2538093694277848,-10.0,23.63669375986015,29.766665578533676
CoolCrow,11.295382888500288,3.75,-2.8935216623658846,-10.0,27.60456036517249,29.756421591306893
Mimi,22.690283286533163,0.0,-2.3685736374178674,-7.019230769230759,16.435217113887422,29.737695993771958
meniel,21.76357998540125,0.0,-0.3379312670736212,-7.0805369127516755,15.38136746566791,29.726479271243864
Wretched13Egg,15.177567367033026,3.75,-2.8921836907308887,-10.0,23.67909788029582,29.71448155659796
Youkai72Kasai,29.794573992323418,0.0,-0.880700673177202,-10.0,10.793258870223758,29.707132189369972
Missionaryshin,14.610495503064948,7.5,-4.448272289281462,-10.0,22.04206679667375,29.704290010457235
Zaphkiel,16.58297180063319,0.0,-1.2268549956992132,-5.270270270270274,19.59607859591459,29.681925130578293
ARwar,25.033778547700813,3.75,-4.165655865534575,-10.0,15.04897444703871,29.667097129204947
iwiK,12.748134623620615,0.0,-3.133225652069882,-10.0,30.005946319596724,29.620855291147457
MegaMerk,17.140223483545235,3.75,-5.0,-10.0,23.704338925009086,29.59456240855432
CathuriaCat,20.962423815481298,3.75,-3.435007203851427,-10.0,18.314929147031062,29.592345758660933
AlphaXylon,15.460051136761065,7.5,-4.805093428306591,-10.0,21.40958985401506,29.564547562469535
Sinh,13.1805406168247,11.25,-5.0,-5.34482758620689,15.478828051710542,29.564541082328354
Toguy,18.931914131461326,3.75,-2.8914101758794004,-10.0,19.756343612223617,29.546847567805543
Alstone6,11.441447183704327,0.0,-0.1403685092127347,-10.0,28.23034572699646,29.531424401488053
corky,12.748134623620615,0.0,-0.09751136635559021,-10.0,26.877586885894246,29.52821014315927
vcr,12.748134623620615,0.0,-1.7046542234984514,-1.904761904761898,20.371069334644112,29.509787830004377
Aveyy,14.325907408824902,15.0,-5.0,-4.578947368421055,9.760895755228981,29.50785579563283
COMK47,22.558423181785184,7.5,-4.278002917814888,-0.709677419354847,4.433591456342615,29.504334300958064
froggie,11.441447183704327,0.0,-2.059631490787268,-10.0,30.11674784032128,29.49856353323834
Josh,19.74885273522133,0.0,-4.615990399759994,-2.9253731343283675,17.21999010847159,29.427479309604557
Diasu,18.795143936185323,3.75,-1.0732797847505182,-10.0,17.83547777487405,29.307341926308855
ToshikuniKarube,12.892445315064645,7.5,-5.0,-10.0,23.908827021071787,29.30127233613643
akronn,15.882461588533115,3.75,-5.0,-3.915094339622641,18.576461276484725,29.2938285253952
ScarletFairy,17.694669400441274,3.75,-0.10556986613740804,-6.647058823529413,14.566545881548661,29.258586592323113
Zanguse,11.878587907060426,0.0,-3.073701842546072,-10.0,30.429734361186693,29.234620425701046
Anemone,19.34117255503333,7.5,-0.3001649468717673,-9.274809160305345,11.935185945615789,29.201384393472008
Tab,15.460051136761065,3.75,-5.0,-4.77669902912622,19.731421655031486,29.164773762666332
Radukaii,22.558423181785184,7.5,-0.05219646620198404,-10.0,9.151672453465439,29.15789916904864
DennyNiichama,19.884395407865334,3.75,-3.9255536943979195,-10.0,19.419590541273486,29.1284322547409
Obrien,9.825095115779904,0.0,-1.0929648241205996,-5.328125,25.71604441241308,29.120049704072386
myheadhurts,13.89771006464483,3.75,-3.3755735197727716,-5.271739130434781,20.114339345656273,29.11473676009355
Devon,10.268022731544026,0.0,-0.43688592214805055,-10.0,29.23984310849126,29.070979917887236
militarypenguin,8.63623895053155,0.0,-5.0,-10.0,35.41226366540005,29.048502615931596
AshSaitoru,12.748134623620615,0.0,-3.057250538406315,-10.0,29.349165604662222,29.040049689876522
UserName00001,17.140223483545235,3.75,-2.2016604762945136,-10.0,20.345507796375326,29.034070803626047
MariaCo95,11.58733611853236,0.0,-2.8692806135942845,-10.0,30.296622530915073,29.014678035853148
Korakys,17.556320961781267,3.75,-5.0,-8.330508474576277,21.020721286366612,28.996533773571603
Dotizera,14.894382155800987,7.5,-5.0,-4.808080808080803,16.386521565229522,28.972822912949706
sailorcasual,20.828284025845303,7.5,-2.745063344893481,-10.0,13.347953815866182,28.931174496818002
faboi,8.486842808183503,0.0,-0.8615806304248537,-10.0,31.249200444638358,28.874462622397008
felpsqn,17.001173603381226,0.0,-5.0,-6.578947368421055,23.446591276533546,28.868817511493717
LeenaCardozo,16.303293796921164,3.75,-4.663915909824354,-10.0,23.44958802878367,28.83896591588048
condie,10.709372103924142,3.75,-1.7641780330222616,-10.0,26.13959557140622,28.8347896423081
Kodeb8,9.52893323672382,7.5,-4.632841627492297,-10.0,26.426657593997806,28.82274920322933
Apocynadeae,20.42481249468132,3.75,-3.4573948881096186,-4.122302158273385,12.224018157864338,28.81913360616265
smileofshinigami,13.1805406168247,3.75,-0.7748512678334265,-10.0,22.6261829236785,28.781872272669773
JhonDcs,18.795143936185323,7.5,-5.0,-10.0,17.467396081922526,28.76254001810785
jpeiffel,22.426387716661193,0.0,-5.0,-10.0,21.272331003266242,28.698718719927435
Numulix,13.324325227140728,3.75,-5.0,-10.0,26.61997571294449,28.694300940085217
ANerdyPerspective,25.929793783032622,7.5,-3.0921180488075777,-9.198895027624303,7.545258684953161,28.684039391553902
Tipsly,26.690967787224437,3.75,-4.776019133098657,-4.262032085561501,7.233373197730207,28.636289766294485
keiunderscore,23.60839392924105,7.5,-5.0,-8.036809815950917,10.54918507701141,28.620769190301544
mochiko,21.896492252405242,11.25,-5.0,-6.8999999999999915,7.367448951356616,28.61394120376186
Renoven,18.795143936185323,3.75,-3.296798955406956,-0.6141732283464592,9.976071358308984,28.61024311074089
Cyberbbymad,12.603648571800585,3.75,-3.87691469395169,-10.0,26.117783379194126,28.59451725704302
sakuracat,20.42481249468132,0.0,-3.781135895303862,-10.0,21.867103264524857,28.510779863902314
SalieriNextdoor,14.610495503064948,11.25,-2.180231052168054,-4.226804123711332,9.05730179911707,28.51076212630263
Thimeeh,20.154954672025326,11.25,-5.0,-9.854014598540147,11.957123915468546,28.508063988953726
qbae,22.294176891161207,0.0,-3.041022103983977,-6.24183006535948,15.48414089744517,28.495465619262923
BlankSkies,12.892445315064645,3.75,-0.9364469405852844,-10.0,22.7853859549808,28.49138432946016
Lawwrence,22.426387716661193,0.0,-2.673268942113168,-10.0,18.65452830750029,28.407647082048314
ReadAndBurn,9.23206991616373,0.0,-0.009631490787263886,-10.0,29.179854969658916,28.402293395035382
Azaleo,18.521077464505314,7.5,-5.0,-9.319999999999993,16.693950463431474,28.395027927936795
irvomaegyo24,18.658198380533317,11.25,-4.581638350482578,-8.912698412698404,11.966367648983496,28.38022926633583
Body,8.63623895053155,0.0,-0.914393395549169,-10.0,30.621234686904252,28.343080241886632
Arthifis,16.58297180063319,7.5,-3.118746887591115,-10.0,17.375945843139302,28.340170756181376
SpaceCowboy35,11.58733611853236,11.25,-5.0,-5.026315789473685,15.527287685052585,28.33830801411126
MimiTheCat,21.230177313625287,0.0,-0.2826199965343932,-10.0,17.35820820393555,28.305765521026444
Keitanker,13.324325227140728,7.5,-2.3997830059387795,-10.0,19.860089180277946,28.284631401479892
Gauntlet,14.183350321140878,0.0,-3.5346947503474837,-3.723404255319153,21.31904152232623,28.244292837800472
FukokuDa,15.318896932085046,15.0,-5.0,-7.254901960784309,10.154550945097098,28.218545916397836
Vivozzzz,12.169138254084492,0.0,-2.6570351758794004,-10.0,28.564483868886384,28.076586947091478
kokoss,21.76357998540125,7.5,-4.863411014805578,-10.0,13.662282139680093,28.062451110275767
DonutKatakuri,19.34117255503333,3.75,-0.997544976792355,-10.0,15.880645826893101,27.974273405134078
VeritasAniki,12.314150387032523,3.75,-5.0,-10.0,26.90683395289976,27.970984339932283
Klaz1k,23.346953404633087,7.5,-4.947407846686858,-7.204968944099377,9.275197292303641,27.969773906150493
BastBard,27.445828817880226,11.25,-2.676465227692873,-10.0,1.9434728611908625,27.962836451378216
makishubby,13.754626895832804,3.75,-5.0,-10.0,25.455228518082887,27.95985541391569
Byakko01,14.610495503064948,0.0,-3.1805936900999825,-10.0,26.502265713328796,27.93216752629376
UserChecksOut,15.882461588533115,11.25,-1.6428842324831692,-10.0,12.406819851195712,27.896397207245656
Kurocon,15.741833464985099,7.5,-2.59751136635559,-10.0,17.246170518694598,27.890492617324107
Jagerbott,10.120555553331984,0.0,-0.7252169940612134,-10.0,28.492479405492112,27.88781796476288
GS51,7.586783386199213,3.75,-5.0,-5.8367346938775455,27.349098481601175,27.84914717392284
Suffi,13.1805406168247,0.0,-4.855311037948368,-10.0,29.5197050075106,27.84493458638693
bonbons,25.802317687684653,3.75,-5.0,-10.0,13.281593604275777,27.83391129196043
Jexhiaus,28.56628353848387,0.0,-3.5357480471665355,-2.6237623762376217,5.417323056396211,27.824096171475922
MrSkuller,12.748134623620615,3.75,-1.4501076812634537,-10.0,22.741028855478447,27.78905579783561
Mika,19.34117255503333,7.5,-1.6360428094671846,-3.7022900763358777,6.263611526676779,27.76645119590705
FreaksterDave,12.603648571800585,7.5,-2.6720954168432627,-10.0,20.32180801978516,27.75336117474248
RubyPlatinum,20.42481249468132,7.5,-4.608474024800259,-10.0,14.40644398640713,27.72278245628819
rnnnnh,33.490832880277644,0.0,-1.1806977273197248,-7.7366255144033005,3.0825294468391653,27.656039085393783
Snakepun,20.828284025845303,3.75,-5.0,-10.0,18.074153308136538,27.65243733398184
Reikumira,13.89771006464483,3.75,-5.0,-10.0,24.98468992144543,27.63239998609026
slippayaro,22.558423181785184,0.0,-0.5284486950883434,-10.0,15.597816990539371,27.62779147723621
Redhawk,11.441447183704327,3.75,-1.2737018425460604,-10.0,23.68485577019451,27.602601111352776
KingGloomy,12.892445315064645,0.0,-0.4753177652970706,-10.0,25.114309404710593,27.531436954478167
BlackSama9,19.34117255503333,3.75,-2.5624304729755636,-3.5114503816793956,10.460383568685925,27.4776752690643
Sahajsingh,11.149143232920252,0.0,-0.7162524953534728,-9.589041095890408,26.605575396035864,27.449425037712235
litlboi,20.154954672025326,0.0,-0.45427869273373744,-8.503649635036496,16.24752608691984,27.444552431174934
CallMeKhai,21.896492252405242,3.75,-1.9070351758794004,-10.0,13.680947443694984,27.420404520220828
Thunda,16.16319175450115,0.0,-1.0829611018053242,-9.907407407407405,22.213676865045777,27.386500110334197
ADumbGeniuZ,14.325907408824902,3.75,-1.0386141232478252,-10.0,20.3104984811287,27.34779176670578
ecstatic,20.01976272013333,0.0,-4.2011528229382264,-10.0,21.475113762321833,27.293723659516935
Bomi,14.325907408824902,0.0,-1.0386141232478252,-2.431578947368422,16.41524133304217,27.270955671250825
barroth101,16.16319175450115,7.5,-1.6385166573608814,-10.0,15.217425046244298,27.242100143384565
RottenBeans,7.436159721219161,0.0,-2.240368509212729,-10.0,32.02671218580973,27.222503397816162
Makiana,11.002728216964218,7.5,-5.0,-7.3472222222222285,21.06447858672686,27.21998458146885
Celestia,15.177567367033026,3.75,-1.414747002338423,-7.722772277227726,17.40955414107961,27.19960222854649
Natesune,17.83284247872528,0.0,-0.05129815745393529,-10.0,19.364290675594713,27.145834996866057
Chanta,20.154954672025326,0.0,-5.0,-10.0,21.946551379463582,27.101506051488908
Kehsihba,20.01976272013333,0.0,-1.6812001182382446,-4.117647058823529,12.843590993109771,27.064506536181327
Eterna,16.861948362841215,7.5,-5.0,-5.0,12.661730864835498,27.023679227676713
mesclun,19.06850896636133,0.0,-1.8100190876864914,-4.248062015503876,13.947166908940808,26.95759477211177
Leere,24.38850685404093,0.0,-5.0,-2.8698224852071093,10.416166787882483,26.934851156716306
AdamGodman,17.694669400441274,7.5,-4.138127612854191,-7.100840336134453,12.978790315071777,26.934491766524406
velvetPhos,32.19854678720234,3.75,-2.3337593138104324,-10.0,3.3044807263168114,26.919268199708718
Dzejkob,13.754626895832804,3.75,-1.1323099011541302,-10.0,20.528441195910823,26.900758190589496
schmerz,25.418837239384732,7.5,-2.2827413905686598,-10.0,6.171191450949689,26.807287299765758
Rayan111001,15.601029981061084,3.75,-4.243573637417867,-10.0,21.69214099275245,26.799597336395664
BarefootKommando,16.022914351705133,0.0,-0.47245573662706875,-10.0,21.21685067748761,26.767309292565674
anilistiskill,8.785459732503597,7.5,-5.0,-5.0877192982456165,20.568518883956866,26.766259318214846
semitiokoun,15.882461588533115,0.0,-5.0,-10.0,25.85801212080843,26.740473709341543
bigchocopie,19.06850896636133,3.75,-2.259748354173979,-10.0,16.175260776414994,26.734021388602343
HiroM,15.460051136761065,0.0,-1.601209933160959,-10.0,22.872357759118334,26.731198962718437
D4rkWzd,20.962423815481298,7.5,-0.09646132761710646,-10.0,8.36290207838023,26.72886456624442
Lazareen,9.972913014743945,3.75,-4.637804406648627,-7.307692307692307,24.95007506395411,26.72749136435712
AIan,12.458987159604556,3.75,-3.8460595661233015,-10.0,24.352492261646173,26.715419855127426
ronwoyoga,10.562431006840104,0.0,-2.131672857038822,-2.101449275362313,20.251345747684397,26.580654622123365
CrimsonGod,29.916438555639377,3.75,-0.5647958100360952,-10.0,3.469664754630348,26.571307500233626
Giggs,6.831911457538951,3.75,-0.8388533576975874,-10.0,26.68600934689483,26.429067446736195
WolfOphi,21.630492358021257,0.0,-5.0,-10.0,19.730240375261488,26.360732733282745
mrkshssl,16.303293796921164,0.0,-5.0,-10.0,25.03928220766578,26.342576004586945
psysketch,11.878587907060426,3.75,-5.0,-4.269230769230759,19.94884201920652,26.308199157036185
AltairChan,12.458987159604556,3.75,-0.24849859051354883,-5.3048780487804805,15.629623328584678,26.285233848895203
etsolra,16.16319175450115,3.75,-4.879257398101629,-10.0,21.237409188532702,26.271343544932222
SnowCursed,33.95549428466137,3.75,-1.1033914511830432,-3.927125506072869,-6.404418450418485,26.27055887698697
KinguKarurosu,14.752526509620967,3.75,-5.0,-10.0,22.761782328885893,26.26430883850686
pOCUS,17.140223483545235,7.5,-2.9722525671837445,-10.0,14.537243743152644,26.205214659514134
Deyson,12.458987159604556,7.5,-1.7728888344159799,-10.0,18.012183176921877,26.19828150211045
AutumnRain,17.279098003333246,3.75,-2.8294489689828453,-10.0,17.967765442715134,26.167414477065535
Tunahan,12.892445315064645,3.75,-5.0,-6.411764705882348,20.90417652042901,26.13485712961131
bentoh,27.945562297464075,7.5,-0.5218988342728821,-3.299492385786799,-5.489366095825747,26.13480498157865
GoldenBalmung,20.559478365445315,7.5,-4.835606604450831,-8.464285714285708,11.37072875860495,26.130314805313724
GoodGeese,19.20492844088533,0.0,-5.0,-7.269230769230774,19.17887478750066,26.114572459155216
KrystianTXT,12.02395076076046,3.75,-4.001971884740158,-5.0,19.30717406321751,26.07915293923781
inmortan,15.882461588533115,3.75,-3.293827628709593,-10.0,19.697055080992243,26.035689040815765
glorrynhk,15.036062441605008,3.75,-5.0,-8.900000000000006,21.112224365255674,25.998286806860676
Wumbologist,17.97084019663329,3.75,-4.919431870094272,-10.0,19.193717364835614,25.995125691374632
nwicakson,16.58297180063319,7.5,-3.298927067771288,-10.0,15.199987180510053,25.984031913371954
Infernape,12.314150387032523,0.0,-5.0,-10.0,28.65259774476639,25.966748131798912
anderregidor,13.036580646132672,3.75,-3.500058431693347,-10.0,22.61969242682485,25.906214641264175
bdubs,23.08481143852112,7.5,-3.136594924307076,-10.0,8.411667865838467,25.85988438005251
Humeur,19.74885273522133,0.0,-0.2876321908047714,-5.932835820895519,12.305393941839656,25.833778665360697
Alberigo,10.562431006840104,3.75,-3.8708032918214315,-7.971014492753625,23.355462835204733,25.82607605746978
Tanako,12.458987159604556,0.0,-5.0,-3.9024390243902474,22.2649844640716,25.82153259928591
ImNate,9.083375215319688,0.0,-5.0,-6.355932203389841,28.084592780214,25.812035792143845
BookLover,10.120555553331984,11.25,-5.0,-10.0,19.415121325729103,25.785676879061086
Chiy0,13.467934477080755,3.75,-4.3283834904861465,-5.0,17.891350494506582,25.78090148110119
Tebun,14.752526509620967,0.0,-0.9988719105732713,-10.0,22.01452339547579,25.768177994523487
