name,anime_count_score,shared_10s_score,global_user_mean_diff_score,user_mean_diff_score,pearson_score,final_score
revel4,30.159641601143274,11.25,-3.4302909898328835,-5.0697674418604635,51.004181623050684,83.91376479250061
EnviousPrxdigy,25.29065970253276,11.25,-4.105898812243041,-10.0,61.47899340148042,83.91375429177015
Halcyon13,39.20509637553344,11.25,-0.7528287696988301,-10.0,44.131871405492376,83.83413901132698
domanoes,9.825095115779904,3.75,-5.0,-4.0625,79.24918225703381,83.76177737281371
Kanion,38.665040907473916,11.25,-2.8430213350489453,-9.78546712802769,46.438891242876025,83.7254436872733
thebrandedperson,17.556320961781267,7.5,-5.0,-7.9661016949152526,71.61000115076025,83.70022041762627
Crossadder,30.643943367639075,18.75,-4.420733806016386,-9.703196347031962,48.42644234465372,83.69645555924444
zezinhogfk,19.34117255503333,11.25,-2.3994015880931414,-1.7175572519084028,57.18574009015292,83.6599538051847
MorteFly,31.2453749672988,15.0,-3.5945351758794004,-5.267857142857139,46.27690072446092,83.65988337302318
Grogan,17.97084019663329,7.5,-5.0,-7.3140495867768465,70.47843618757042,83.63522679742687
kylie,14.468289136132924,7.5,-4.6882851758794,-4.15625,70.49761048933823,83.62136444959175
zacksorrowhole,34.8763997953808,18.75,-0.3576707064735416,-10.0,40.342786588707405,83.61151567761466
MajimaPyro,14.468289136132924,7.5,-5.0,-8.333333333333329,74.94408461446835,83.57904041726795
RubyRedHood,18.521077464505314,7.5,-4.007035175879395,-1.6720000000000113,63.14558906239922,83.48763135102513
Dorian77,33.723514303221506,3.75,-1.1825453799610273,-1.510204081632665,48.69038327697548,83.4711481186033
Incentful,19.74885273522133,18.75,-4.466736668416715,-10.0,59.435301393115175,83.4674174599198
Kiritsugu,39.95380889502475,18.75,-1.9884305247166054,-8.558139534883722,35.27823603711375,83.43547487253818
ItsNotZura,42.04564022062258,3.75,-2.450648883044508,-10.0,50.05527596255298,83.40026730013105
Logann,22.294176891161207,3.75,-4.478930600715998,-6.764705882352942,68.59903265803028,83.39957306612254
KaiKatsuya,38.665040907473916,11.25,-1.2513258333188446,-10.0,44.72641513365022,83.3901302078053
Luffy0,21.630492358021257,18.75,-5.0,-10.0,57.98351828017816,83.36401063819942
ShinjiGarcia,41.425455958735256,11.25,-3.1530669219111473,-10.0,43.81088565272063,83.33327468954474
Chairman,37.12956266689919,11.25,-2.3343079031521228,-0.6545454545454561,37.93905914867663,83.32976845787823
tengentoppaone,13.611368366644781,11.25,-5.0,-5.555555555555557,69.00432602000326,83.31013883109249
BitGigbits,30.643943367639075,3.75,-1.589683577705884,-6.894977168949765,57.374268101521054,83.28355072250449
ArataBannings,42.35336498649023,15.0,-0.5837055648613401,-10.0,36.497377283359945,83.26703670498884
k0kada,37.57177794315484,11.25,-2.3926982583166705,-6.075268817204304,42.91243963877959,83.26625050641346
AnEmptyInkwell,33.83959197412944,18.75,-5.0,-4.390243902439025,39.99775309448944,83.19710116617986
yeriq,40.06006638487664,15.0,-3.344121268594634,-10.0,41.480704309875904,83.1966494261579
tamayo,36.23671481633986,15.0,-0.22725989498052712,-7.490636704119844,39.67767096847236,83.19648918571185
Hachika,28.56628353848387,11.25,-2.3723817105328635,-10.0,55.74313231762072,83.18703414557173
VoidFI,37.57177794315484,22.5,-5.0,-9.39068100358422,37.49215375652221,83.17325069609282
MelancholicMelanin,38.12060143001439,11.25,-2.0760492603864407,-10.0,45.87450263442301,83.16905480405096
Momiko,32.67092404813009,15.0,-5.0,-2.987288135593218,43.46268243654101,83.14631834907789
Alexcus,20.828284025845303,15.0,-5.0,-10.0,62.29926174267313,83.12754576851844
Kuronumaa,31.48472008453069,3.75,-3.1990705741094843,-4.4026548672566435,55.417031821050465,83.05002646421502
Smugahara,39.20509637553344,11.25,-2.733565788124295,-10.0,45.32124587634298,83.04277646375212
viktheone,25.418837239384732,11.25,-1.6612724640149992,-10.0,58.029698561684285,83.03726333705401
aayushhkrr,23.999239513332995,11.25,-5.0,-3.728915662650607,56.46496165765261,82.985285508335
Tay,37.90159811639857,18.75,-5.0,-3.652482269503551,34.8594236198458,82.85853946674081
Sharpedov,22.558423181785184,7.5,-2.084454530718105,-6.483870967741936,61.295177177398344,82.78527486072349
DarkSynopsis,32.435086138418214,18.75,-5.0,-9.700854700854705,46.29399039402351,82.77822183158702
Rejax,23.346953404633087,7.5,-5.0,-0.7453416149068346,57.66314450507237,82.76475629479862
BewQre,20.42481249468132,18.75,-5.0,-8.18705035971223,56.7183366047661,82.70609873973518
RaPrz10,25.162306805304787,11.25,-5.0,-9.685714285714297,60.97923375603754,82.70582627562803
emberreviews,43.768546009128556,11.25,-3.300526300139751,-6.923076923076934,37.8412609923433,82.63620377825518
Adviken,13.1805406168247,11.25,-5.0,-7.8735632183907995,71.07688272118249,82.63386011961639
Bobman2456,25.418837239384732,11.25,-5.0,-0.9604519774011351,51.91006647752578,82.61845173950937
IGOR,28.689901705559834,7.5,-0.31710275515508357,-6.477832512315267,53.20651828562029,82.60148472370977
sarra,5.002332070402263,3.75,-5.0,-10.0,88.79614599333243,82.54847806373469
UltiMaia,32.0800140710304,18.75,-5.0,-3.116883116883116,39.815240280916775,82.52837123506406
wzTK64,21.497229370265266,18.75,-5.0,-1.5646258503401356,48.8398664402232,82.52246996014833
Patureau,21.363791022133277,15.0,-5.0,-0.8904109589041127,52.03189364768968,82.50527371091884
SlimeFade,28.56628353848387,11.25,-3.9070351758794004,-10.0,56.52607583264109,82.43532419524556
Jabro,27.1949099158323,7.5,-2.6374016680260013,-1.5183246073298449,51.892502662528635,82.43168630300508
DracGaki,45.63417334769009,11.25,-3.0036738313415867,-10.0,38.53083726738593,82.41133678373443
Eder2,31.84242255755852,11.25,-5.0,-5.131004366812235,49.41549244448246,82.37691063522874
fartass,25.418837239384732,11.25,-3.9211594696647154,-0.9604519774011209,50.512181195937885,82.29940698825678
SupaPranav,16.722547761925203,7.5,-4.710606604450831,-6.026785714285708,68.81175571544705,82.29691115863571
EightLeaves,18.38378118810131,11.25,-5.0,-8.10483870967741,65.73479652620091,82.26373900462481
Peregrine,35.8990034261761,22.5,-2.6949139637581823,-7.954545454545446,34.50526050409727,82.25480451196975
KingOfHakiZenn,17.417797162745256,7.5,-5.0,-10.0,72.32311764761707,82.24091481036233
RecklessPeggy,29.0597040445317,11.25,-1.746841001122121,-0.6310679611650443,44.289994707131875,82.2217897893764
Bentoki,35.21884591569657,11.25,-2.1434692844065353,-10.0,47.838326645920134,82.16370327721017
Rumblecook,52.380346463978185,7.5,-2.15934999069421,-10.0,34.42794908048577,82.14894555376975
TryhardTran,28.070057266420037,15.0,-5.0,-7.87373737373737,51.929354715580075,82.12567460826274
OshinoEdan,27.320457047044265,11.25,-5.0,-5.338541666666657,53.89230630475601,82.12422168513362
killjoy,36.23671481633986,15.0,-4.0100314305610425,-1.9850187265917612,36.8748904402879,82.11655509947497
KoyoKoy0,34.53237543168102,11.25,-3.9467177155619453,-8.444444444444443,48.7187016519597,82.10991492363434
CZ2128,49.888791563139186,11.25,-1.1588962180630205,-4.615384615384613,26.73815916945081,82.10266989914237
FiiSH,36.79605992575945,11.25,-1.7562998817617483,-10.0,45.80839668619086,82.09815673018856
RevvieStarlight,16.861948362841215,18.75,-5.0,-10.0,61.45580629848451,82.06775466132572
cobalt95,21.497229370265266,15.0,-4.70635490377056,-0.9183673469387799,51.18816705599576,82.0606741755517
Gänsejunge,21.497229370265266,7.5,-4.128123611253557,-3.2312925170067928,60.386081930478326,82.02389517248324
SomeBoringMan,23.346953404633087,22.5,-5.0,-4.534161490683232,45.663758540612285,81.97655045456213
goukaryuu,45.440772648970345,15.0,-3.195767570245593,-6.732394366197184,31.458420368929595,81.97103108145717
Rusticks,27.445828817880226,11.25,-2.3655843986773277,-1.5803108808290176,47.19853087104909,81.94846440942297
Mind,19.61313470220133,15.0,-1.6325990856538368,-8.759398496240607,57.68982230138654,81.91095942169343
Shiirohige,28.31852112320395,7.5,-2.7070351758793976,-10.0,58.77929016126344,81.890776108588
Squida,13.89771006464483,0.0,-2.167904741096791,-7.989130434782609,78.03065710718305,81.77133199594847
TimLikeXan,14.610495503064948,7.5,-5.0,-10.0,74.58397103319736,81.6944665362623
Bubeiiii,13.754626895832804,11.25,-5.0,-5.439560439560438,67.09745384194066,81.66252029821302
meganium,36.79605992575945,15.0,-0.8187998817617483,-0.44117647058823195,31.11538718652895,81.65147075993842
3500aza,32.553092773462154,15.0,-3.236822409921956,-4.6851063829787165,41.99257670382485,81.62374068438633
Sabudo,25.033778547700813,7.5,-5.0,-6.810344827586206,60.80381587058656,81.52724959070116
PotatoMari,18.108662554165296,7.5,-5.0,-0.8606557377049171,61.72859568873083,81.47660250519121
Megu,10.562431006840104,7.5,-0.8393416357148027,-10.0,74.24651468339579,81.46960405452108
MajoJestic,20.69396887583331,3.75,-0.7332763106311688,-7.723404255319153,65.47748726817987,81.46477557806286
mosenpai,39.31258138801734,7.5,-3.4748317860488953,-7.2033898305084705,45.327887959490496,81.46224773095048
yourpersonalsenpai,23.08481143852112,15.0,-5.0,-10.0,58.37450128279666,81.45931272131777
ameesaka,24.647141612632883,7.5,-5.0,-4.906432748538009,59.16719801885419,81.40790688294905
Katpasniss,23.346953404633087,15.0,-5.0,-2.534161490683232,50.57622575067923,81.38901766462908
taryerG,21.896492252405242,7.5,-1.740368509212729,-1.893333333333345,55.621538917182406,81.38432932704157
Brookechan,33.83959197412944,15.0,-4.7810189157168,-7.459349593495936,44.764791304223735,81.36401476914044
Metahulk,34.647225579956945,7.5,-2.6125687727173386,-4.584980237154156,46.37240711157348,81.32208368165894
ReignSenpai,26.564543854132474,11.25,-3.154347003836392,-2.5,49.144532633372705,81.30472948366878
gintokeyy,21.76357998540125,7.5,-5.0,-8.483221476510067,65.50542754363386,81.28578605252504
thegamesx,34.99072386252872,7.5,-3.2625039258794004,-9.0859375,51.11810622924013,81.26038866588945
Downpour,19.20492844088533,7.5,-5.0,-3.961538461538467,63.48664127942622,81.23003125877308
DeathFace,32.0800140710304,15.0,-4.372403141247361,-10.0,48.52138734814002,81.22899827792305
Ishiao,25.418837239384732,15.0,-2.1697470402861825,-10.0,52.942004237362944,81.1910944364615
Earnshaw30,35.104872569300646,11.25,-3.741665526073959,-8.112840466926059,46.67046237280962,81.17082894911024
Mole,39.95380889502475,11.25,-1.5399255413279036,-4.916943521594682,36.41072805947422,81.15766789157638
Kafri,12.892445315064645,11.25,-3.8776234111735164,-10.0,70.89212608035993,81.15694798425106
NoFrame,43.96790896063231,11.25,-0.6517883535323676,-10.0,36.58393570486059,81.15005631196053
epaegliite,11.441447183704327,7.5,-4.673701842546066,-10.0,76.8814536368497,81.14919897800796
meddit,19.20492844088533,15.0,-4.4070351758794,-6.0,57.34854373358776,81.14643699859369
efffume,46.018870420617525,3.75,-2.1826584445774557,-1.5429362880886401,35.07404368572491,81.11731937367634
JuaumDodoi,30.764580408323017,15.0,-5.0,-10.0,50.34587617033323,81.11045657865624
celf,39.847376044796846,15.0,-1.4070351758794004,-7.756666666666661,35.34906661391289,81.03274081616368
ThinkCosmic,35.8990034261761,11.25,-2.1077927516369783,-8.47727272727272,44.438065387808926,81.00200333507533
FriendB,42.25096542491035,3.75,-0.6485212439908565,-6.733746130030966,42.381671445690905,81.00036949657942
DonaldZurump,33.3742291282417,18.75,-5.0,-10.0,43.85446708530556,80.97869621354727
Dotachin,42.65951150897388,15.0,-4.801530588723438,-5.703363914373085,33.80436652721004,80.9589835330874
splagtuba,30.402143205143176,15.0,-3.3655605215015214,-7.0046082949308754,45.9250181971531,80.95699258586387
ItzToxic,33.3742291282417,15.0,-0.5392665808380741,-10.0,43.089687255467176,80.9246498028708
griffithwasntwrong,17.417797162745256,3.75,-0.7232744921187191,-2.3076923076923066,62.73095031160763,80.86778067454186
Headless,30.643943367639075,15.0,-4.717537458984424,-10.0,49.93611595296201,80.86252186161667
CloudStar,28.194376874999996,7.5,-4.1457286432160885,-9.773869346733662,59.065110317017655,80.8398892020679
ShinobuOshino123,15.601029981061084,3.75,-5.0,-6.490384615384613,72.96305242842932,80.82369779410578
EatKimchi,33.3742291282417,11.25,-2.9566219527388995,-6.347107438016536,45.48822102033356,80.80872075781983
Zylda,38.773402721837826,15.0,-2.769104141396639,-1.948275862068968,31.73101648898826,80.78703920736048
LazyCY,34.647225579956945,11.25,-0.7943869545355255,-2.7667984189723285,38.42939130485119,80.76543151130028
Kratz,21.096388244741295,7.5,-5.0,-3.930555555555557,61.05008952030627,80.715922209492
OmegaFrei,22.690283286533163,11.25,-5.0,-10.0,61.77152654057865,80.71180982711181
LeoDTaku,28.56628353848387,3.75,-1.6870242300611906,-10.0,60.07056061351304,80.69981992193573
Ayaya,31.96130599448246,22.5,-5.0,-2.765217391304347,33.987507437588235,80.68359604076635
Etho,16.722547761925203,3.75,-1.1391780330222616,-2.0535714285714306,63.39272244322165,80.67252074355316
Kusakari,25.929793783032622,18.75,-5.0,-1.0497237569060758,42.03366662195555,80.6637366480821
Zh4ng,28.56628353848387,11.25,-4.45158963132495,-10.0,55.28323085772579,80.64792476488472
ShaqAttack,13.611368366644781,11.25,-5.0,-10.0,70.77827320685036,80.63964157349514
Katsugahara,28.194376874999996,7.5,-3.5929648241205996,-6.281407035175889,54.76447274233908,80.5844777580426
Benbleu,21.896492252405242,7.5,-4.607035175879403,-6.099999999999994,61.843667402342476,80.53312447886832
Sleepo,12.892445315064645,7.5,-5.0,-7.811764705882339,72.89534132114909,80.4760219303314
JoeyTT,31.365135206102742,15.0,-4.895924064768295,-9.519999999999996,48.52607419699572,80.47528533833017
befalt,22.426387716661193,3.75,-0.9306271617829367,-10.0,65.1741369237742,80.41989747865246
JadenAnimeMan2,22.558423181785184,3.75,-4.310260982331016,-0.9225806451612897,59.30563442612366,80.38121598041654
Ultra,26.564543854132474,0.0,-1.2188631328686483,-10.0,65.02863363854813,80.37431435981196
obiton,20.42481249468132,7.5,-5.0,-3.302158273381295,60.738542894787116,80.36119711608714
SiyANx2,27.1949099158323,11.25,-1.9044173748322777,-10.0,53.814383286543354,80.35487582754337
Pistache,11.295382888500288,7.5,-2.2854135542577723,-4.999999999999993,68.8281145084665,80.33808384270903
Sammy,14.040617873080858,11.25,-5.0,-4.677419354838705,64.69648597008738,80.30968448832954
clerikal,23.738851150981034,18.75,-4.638742492952574,-6.2804878048780495,48.705138271116795,80.2747591242672
inspirashamul,28.194376874999996,18.75,-5.0,-6.683417085427138,45.011292982618535,80.2722527721914
Kanon3Hz,37.90159811639857,15.0,-3.5169642538935904,-10.0,40.881447588227545,80.26608145073251
Fuji,34.76190036785687,18.75,-2.3716021050132525,-7.38188976377954,36.50126308957154,80.25967158863561
Chinmokuji,32.0800140710304,11.25,-3.008766777611001,-8.246753246753244,48.176424900858464,80.25091894752461
Ryunuosuke,29.30536213529961,11.25,-5.0,-10.0,54.66654983748405,80.22191197278366
NeroVanetti,29.30536213529961,11.25,-3.666650560494787,-9.754807692307693,53.04732057336221,80.18122445585934
GintokiSakata,13.324325227140728,3.75,-5.0,-6.704545454545453,74.77451569755411,80.14429547014939
ChipChippy,10.120555553331984,15.0,-4.058550327394556,-6.742424242424235,65.81616416936069,80.13574515287388
Antimony,24.647141612632883,7.5,-3.0444620764641996,-2.192982456140342,53.19008285794429,80.09977993797263
Zaregoto,14.610495503064948,11.25,-5.0,-10.0,69.2058071450744,80.06630264813936
Quelisse,20.962423815481298,11.25,-5.0,-1.3636363636363598,54.19490625670428,80.04369370854923
Vegaltair,39.527025331857146,11.25,-0.9524897213339472,-10.0,40.18971330790509,80.01424891842828
Aledoscope,39.31258138801734,18.75,-5.0,-10.0,36.91342444954874,79.97600583756608
blomil,35.8990034261761,11.25,-3.641883660727885,-9.450757575757578,45.885718448606156,79.9420806382968
MahiruShiina,23.215970101765105,22.5,-5.0,-10.0,49.17708643964573,79.89305654141083
fakinat,37.90159811639857,11.25,-4.77582950212053,-8.758865248226954,44.2664925507701,79.88339591682119
ReturnToMonke,12.748134623620615,3.75,-0.2596314907872639,-9.583333333333336,73.21732062034508,79.8724904198451
fwip,22.558423181785184,11.25,-5.0,-0.16129032258064058,51.21846908745635,79.86560194666089
xRyper,47.436495590515385,11.25,-2.204907516304928,-1.6489361702127638,25.000581508722576,79.83323341272026
bradleysama,18.38378118810131,15.0,-2.3747771113632723,-10.0,58.82252742165387,79.83153149839191
23Christopher9,39.847376044796846,15.0,-3.573701842546072,-2.9166666666666714,31.466856624527438,79.82386416011154
hinaaaa,15.741833464985099,7.5,-2.930844699688919,-10.0,69.4287631650084,79.73975193030458
Aahan,15.460051136761065,3.75,-5.0,-9.757281553398059,75.23869143397653,79.69146101733953
HachikujiMayoi,33.607261271937574,3.75,-0.027391053628797124,-10.0,52.28434505213693,79.6142152704457
burichan,27.571025228340194,7.5,-4.628684660415487,-3.092783505154628,52.256262900581056,79.60581996335114
CapiHornet,20.559478365445315,11.25,-5.0,-5.6857142857142975,58.47850036773626,79.60226444746728
Ahenshihael,44.16657047063205,11.25,-3.453818801610396,-3.7280701754385888,31.336738258867072,79.57141975245014
ArcTwik,34.41734992302909,18.75,-5.0,-10.0,41.402128149575496,79.5694780726046
Saiko,18.521077464505314,11.25,-1.567035175879397,-10.0,61.36391304751764,79.56795533614356
HaganeShizu,17.417797162745256,11.25,-5.0,-2.948717948717956,58.81131648460949,79.5303956986368
Arshj,27.445828817880226,11.25,-5.0,-2.15025906735751,47.983531719969015,79.52910147049172
Alufei,36.684541624627535,3.75,-1.0564816703443398,-10.0,50.10245026472129,79.48051021900449
AnimationFromKyoto,32.906060516337966,15.0,-1.3230015624340155,-10.0,42.76400267812527,79.34706163202922
UnsaltedBiscuits,18.108662554165296,7.5,-1.7758876348957955,-10.0,65.50704165031675,79.33981656958625
FinnFae,48.35965899011387,7.5,-1.2904548649985657,-3.5932642487046706,28.36148488205388,79.33742475846452
RinTohsakaLover,28.070057266420037,7.5,-4.083802852647082,-4.742424242424249,52.580830443381274,79.32466061472998
senjouhitagi,29.427928140119562,15.0,-5.0,-2.7990430622009512,42.69205131634293,79.32093639426154
IXX,10.85613784063218,7.5,-5.0,-10.0,75.94757620098841,79.3037140416206
dreamie,34.0712212348173,7.5,-2.7981642081374645,-1.0322580645161281,41.54289693009177,79.28369589225548
Ventulus,18.38378118810131,15.0,-5.0,-10.0,60.87706890595683,79.26085009405814
Railgun,25.54683941586071,7.5,-5.0,-7.011235955056179,58.22343899429931,79.25904245510384
danr335,20.69396887583331,15.0,-4.38575858013472,-8.62411347517731,56.498904632255545,79.18300145277682
Raeloch,33.0233657098779,11.25,-1.260591661235054,-7.656903765690373,43.82206936698559,79.17793964993805
HeiGroove,13.324325227140728,3.75,-5.0,-3.75,70.8234486873416,79.14777391448231
Paulexx,46.49579615331683,7.5,-0.4508883213883621,-10.0,35.60032084769858,79.14522867962705
JesseBoi,16.58297180063319,11.25,-5.0,-6.351351351351354,62.62850364970405,79.11012409898589
burgerkangzzz,23.477761347125067,11.25,-5.0,-4.302469135802468,53.61167650880062,79.03696872012321
KurisuZ,43.16624850559329,11.25,-2.717276139734821,-1.7319277108433795,29.050963523421352,79.01800817843645
KissShotCris,14.040617873080858,7.5,-5.0,-10.0,72.46725306846346,79.00787094154433
Jakehenry656,16.303293796921164,15.0,-3.74648471716381,-1.1009174311926557,52.4459153876496,78.9018070362143
wzko2,30.402143205143176,15.0,-4.748049000764198,-7.281105990783402,45.507469636425185,78.88045785002076
sixteinliesena,29.794573992323418,18.75,-0.48722385512468236,-10.0,40.75129029607203,78.80864043327077
rockerLs,33.83959197412944,15.0,-3.7037831433590753,-0.8333333333333286,34.49930538363607,78.80178088107311
TMatsu2,23.738851150981034,11.25,-5.0,-10.0,58.794865163267986,78.78371631424902
AshuraSun,21.76357998540125,11.25,-1.7761626926579197,-4.362416107382558,51.878703666731184,78.75370485209196
WhirrFox,26.05709451800459,18.75,-3.7422000110442326,-10.0,47.68174941316402,78.74664392012437
Lexie,46.49579615331683,15.0,-3.6747947387209337,-10.0,30.917593263165948,78.73859467776185
VerticalCloud,34.41734992302909,22.5,-4.972772227672223,-8.505976095617541,35.25596076121112,78.69456236095044
d0rkin,25.29065970253276,15.0,-4.730898812243041,-9.80113636363636,52.93133074685757,78.68995527351093
zekich,28.689901705559834,7.5,-2.0720598064212794,-10.0,54.555232277384256,78.67307417652282
Drazaross,38.338903302126205,11.25,-2.5783638472080668,-10.0,41.588556428230405,78.59909588314855
Nanase,21.230177313625287,15.0,-2.269104141396639,-2.9655172413793167,47.561045410189934,78.55660134103927
Winhour,29.794573992323418,7.5,-5.0,-3.165094339622641,49.410241710029354,78.53972136273013
MFDomo,22.029229159033232,15.0,-3.8242537189257604,-6.821192052980123,52.14793822454021,78.53172161166756
zeferinix,41.83961357483081,7.5,-1.4540571194530685,-10.0,40.64283642200887,78.52839287738661
1LucKyLuke,34.41734992302909,11.25,-5.0,-4.940239043824704,42.795022547608355,78.52213342681274
Dan09,26.05709451800459,7.5,-3.357584626428846,-0.8131868131868032,49.132335460068845,78.51865853845779
MrLA1234,23.869133012345014,15.0,-5.0,-8.672727272727272,53.29173024615147,78.48813598576922
MetaThPr4h,51.96128965535908,18.75,-3.819213161827875,-4.906323185011708,16.50075587353243,78.48650918205193
beat1,9.52893323672382,3.75,-1.0038093694277848,-8.145161290322577,74.29829111073501,78.42825368770846
SanDP3R,20.559478365445315,11.25,-2.47846374730797,-10.0,59.057536628779275,78.38855124691662
Pretextor,20.828284025845303,11.25,-4.5408379927808085,-6.3450704225352155,57.13327314110514,78.32564875163442
Eric,27.069187424244333,11.25,-5.0,-1.8421052631579045,46.84037769723544,78.31745985832187
NoelSenchou,27.945562297464075,7.5,-2.016172231716965,-10.0,54.84812466855031,78.27751473429743
Gackao,34.53237543168102,18.75,-4.621320890165109,-8.492063492063494,38.103197487769485,78.2721885372219
ABtheOtaku,36.684541624627535,3.75,-1.3885849913775559,-6.088560885608857,45.30225501003729,78.25965075767841
KuriGohanTrash,20.01976272013333,11.25,-3.0614469405852844,-6.529411764705884,56.57890983825933,78.25781385310148
CherrySherry,41.83961357483081,7.5,-1.9001748554685634,-5.673981191222566,36.445201817826856,78.21065934596653
Flacc,23.477761347125067,7.5,-5.0,-4.290123456790127,56.51614885700205,78.20378674733699
Yvonnelim99,47.062320140147975,15.0,-3.261873885556824,-10.0,29.36436536074358,78.16481161533473
SufferingSloth,16.443220478965177,7.5,-3.7252169940612134,-2.7818181818181813,60.72286791821127,78.15905322129706
feelsmetalchemist,19.884395407865334,11.25,-4.295924064768286,-1.0,52.296543887624075,78.13501523072112
Lag0n,15.460051136761065,11.25,-1.6982973118017242,-0.5825242718446475,53.686232433924275,78.11546198703897
Teijy,30.643943367639075,7.5,-5.0,-9.74885844748858,54.7179822484477,78.11306716859819
Sol,37.57177794315484,18.75,-5.0,-1.4157706093189972,28.166432981702282,78.07244031553813
raiju,18.521077464505314,3.75,-5.0,-10.0,70.79869569471626,78.06977315922157
Kinge,39.09743600267354,15.0,-1.7483321042070514,-10.0,35.67506111799886,78.02416501646535
triplesocks,31.2453749672988,15.0,-5.0,-4.8214285714285765,41.57962222206274,78.00356861793296
Ryomnii,51.53784883733996,7.5,-0.1985043701921967,-6.208530805687204,25.368851148065325,77.99966480952588
InconsistentLeaf,25.802317687684653,11.25,-0.6848129536571719,-9.305555555555557,50.931173822550505,77.99312300102243
watashii,35.67298569752026,15.0,-3.410851969772537,-5.8587786259542085,36.58855894795876,77.99191404975227
Koper,12.892445315064645,11.25,-5.0,-9.294117647058826,68.13768738938896,77.98601505739478
donquixoteray,13.467934477080755,11.25,-5.0,-10.0,68.2442722207314,77.96220669781215
An1meDweeb,21.896492252405242,18.75,-3.1070351758794033,-3.1666666666666714,43.55302860346303,77.92581901332218
Nuggs,15.318896932085046,0.0,-1.358015568036265,-10.0,73.90695570107202,77.8678370651208
Subaru,27.696046278424152,0.0,-5.0,-10.0,65.16185475084721,77.85790102927136
ShuCH,9.083375215319688,15.0,-5.0,-10.0,68.77282843626013,77.85620365157982
ARLERT,24.38850685404093,7.5,-2.590467128542116,-8.491124260355036,57.04440722762658,77.85132269277035
Cyntrap,21.896492252405242,3.75,-0.9070351758794004,-10.0,63.09445659051219,77.83391366703803
EdCa361,42.76120962904977,18.75,-2.1539863953915983,-10.0,28.445931607876176,77.80315484153435
Hexarchy,19.74885273522133,7.5,-4.280169504237605,-9.179104477611943,63.997110901236375,77.78668965460815
Tiller,17.83284247872528,7.5,-4.1570351758794,-4.541666666666671,61.119983927597474,77.75412456377668
Lunalie,9.972913014743945,11.25,-3.099342868187094,-10.0,69.62779265853747,77.75136280509432
DemonEye888,11.441447183704327,3.75,-4.007035175879395,-10.0,76.52904176798027,77.7134537758052
SakuraEnjoyer,38.665040907473916,11.25,-4.002190885221964,-8.667820069204154,40.43482674452649,77.67985669757428
Luke027,18.658198380533317,7.5,-5.0,-10.0,66.50992359896665,77.66812197949997
SekiganX,19.884395407865334,7.5,-1.3699981388423623,-10.0,61.64770139895871,77.66209866798168
Accz,44.56178916611954,11.25,-5.0,-10.0,36.83374502640116,77.6455341925207
Boc,31.2453749672988,11.25,-5.0,-4.464285714285708,44.59447091014246,77.62556016315555
DustedSZN,18.246309551321303,11.25,-5.0,-3.617886178861781,56.733608134796626,77.61203150725615
Crispyhothead,25.929793783032622,7.5,-5.0,-10.0,59.14160927971231,77.57140306274493
Heaven,26.437944560664498,7.5,-0.2178459866902145,-10.0,53.82811560931013,77.54821418328441
Whatever26,16.58297180063319,7.5,-1.5872153560595876,-9.99099099099098,64.99118715602384,77.49595260960646
BlankSSG,28.813344512259786,18.75,-2.902133215095091,-1.955882352941174,34.79025334842059,77.49558229264412
Ducky,36.34893455897578,7.5,-3.9070351758794004,-0.4664179104477597,38.013394814517255,77.48887628716588
Thundiii,10.85613784063218,7.5,-5.0,-10.0,74.09226440731429,77.44840224794646
EpicSponge101,16.58297180063319,11.25,-3.118746887591115,-10.0,62.69430516935922,77.40853008240128
SirFrey42,45.92295919294967,3.75,-0.8237018425460718,-0.11111111111111427,28.66858117528897,77.40672741458145
ibruhim,38.556503732734015,7.5,-1.910507398101629,-4.982638888888886,38.21745268650295,77.38081013224645
comfnya,20.559478365445315,11.25,-1.6570351758794004,-8.142857142857139,55.249886798306676,77.25947284501545
GreyStripeisI,34.8763997953808,22.5,-5.0,-10.0,34.8656650703912,77.242064865772
taco,38.44779119761811,11.25,-5.0,-2.7595818815331086,35.216442722281116,77.15465203836612
Wasshii,16.722547761925203,15.0,-5.0,-4.955357142857139,55.37347742940638,77.14066804847444
bisexuallenin,15.882461588533115,3.75,-5.0,-10.0,72.50515686591896,77.13761845445208
Hegnaz,15.318896932085046,11.25,-2.4364469405852844,-10.0,62.99508221688334,77.1275322083831
MajorSav,14.894382155800987,3.75,-1.9625907314349575,-10.0,70.42318371304378,77.10497513740981
Deireadh,16.58297180063319,11.25,-4.3349631038073255,-6.67567567567567,60.26455358096725,77.08688660211745
Roak,28.442490011031918,18.75,-5.0,-4.378109452736325,39.26507781485414,77.07945837314973
itsIntxnse,22.558423181785184,0.0,-2.1812287242665036,-10.0,66.69859119027686,77.07578564779554
WordsThatResonate,17.83284247872528,11.25,-5.0,-6.666666666666657,59.6540133046317,77.07018911669032
Puncake,33.14049554304183,15.0,-2.927868509212729,-7.5,39.328133120367674,77.04076015419678
Jannis1707,26.437944560664498,18.75,-3.3259540947983197,-1.4594594594594668,36.635258074719076,77.0377890811258
kilroy86,29.30536213529961,18.75,-1.1426120989563202,-10.0,40.12026583829646,77.03301587463974
KaitoKiddo,15.882461588533115,7.5,-5.0,-0.5943396226415132,59.20572656110472,76.99384852699632
