brettyoshi9,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,20882,65,COMPLETED
brettyoshi9,Gintama: Jump Festa 2015 Special,21501,80,COMPLETED
brettyoshi9,Hajime no Ippo: THE FIGHTING!,263,95,COMPLETED
brettyoshi9,GOLDEN BOY: Sasurai no Obenkyou Yarou,268,75,COMPLETED
brettyoshi9,Kareshi Kanojo no Jijou,145,65,COMPLETED
brettyoshi9,Initial D,185,80,COMPLETED
brettyoshi9,Kidou Keisatsu Patlabor: The Movie,1095,45,COMPLETED
brettyoshi9,Kidou Keisatsu Patlabor 2: the Movie,1096,70,COMPLETED
brettyoshi9,Kobayashi-san Chi no Maidragon,21776,55,COMPLETED
brettyoshi9,Amagi Brilliant Park,20602,75,COMPLETED
brettyoshi9,Nichijou,10165,80,COMPLETED
brettyoshi9,Sora yori mo Tooi Basho,99426,60,COMPLETED
brettyoshi9,Bungou Stray Dogs,21311,70,COMPLETED
brettyoshi9,Hibike! Euphonium,20912,80,COMPLETED
brettyoshi9,Shouwa Genroku Rakugo Shinjuu,20972,70,COMPLETED
brettyoshi9,Sky Crawlers,3089,30,COMPLETED
brettyoshi9,GUILTY CROWN: Lost Christmas,13411,60,COMPLETED
brettyoshi9,Hibike! Euphonium: Kakedasu Monaka,21376,60,COMPLETED
brettyoshi9,Hibike! Euphonium 2,21460,90,COMPLETED
brettyoshi9,Hibike! Euphonium: Suisougaku-bu no Nichijou,21255,60,COMPLETED
brettyoshi9,Hibike! Euphonium 2 Specials,98338,50,COMPLETED
brettyoshi9,Hibike! Euphonium: Chikai no Finale,101992,75,COMPLETED
brettyoshi9,Mirai Nikki: Redial,16762,20,COMPLETED
brettyoshi9,Liz to Aoi Tori,100178,30,COMPLETED
brettyoshi9,Charlotte: Tsuyoimono-tachi,21339,65,COMPLETED
brettyoshi9,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,3014,75,COMPLETED
brettyoshi9,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,3016,85,COMPLETED
brettyoshi9,Hotarubi no Mori e,10408,65,COMPLETED
brettyoshi9,Sakamichi no Apollon,12531,80,COMPLETED
brettyoshi9,Hidamari Sketch,1852,75,COMPLETED
brettyoshi9,Penguin Highway,101249,75,COMPLETED
brettyoshi9,Emiya-san Chi no Kyou no Gohan,100855,70,COMPLETED
brettyoshi9,So Ra No Wo To,6802,65,COMPLETED
brettyoshi9,Tenki no Ko,106286,55,COMPLETED
brettyoshi9,Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu,3665,80,COMPLETED
brettyoshi9,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari",3371,75,COMPLETED
brettyoshi9,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,21733,75,COMPLETED
brettyoshi9,Kokoro ga Sakebitagatterun da.,20968,75,COMPLETED
brettyoshi9,Cross Game,5941,85,COMPLETED
brettyoshi9,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,99457,65,COMPLETED
brettyoshi9,Usagi Drop,10162,85,COMPLETED
brettyoshi9,Mawaru Penguindrum,10721,40,COMPLETED
brettyoshi9,Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen,101921,80,COMPLETED
brettyoshi9,Mimi wo Sumaseba,585,80,COMPLETED
brettyoshi9,Kyousougiga (TV),19703,65,COMPLETED
brettyoshi9,Nichijou no 0-wa,8857,80,COMPLETED
brettyoshi9,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,3015,55,COMPLETED
brettyoshi9,Summer Wars,5681,40,COMPLETED
brettyoshi9,Arslan Senki (TV),20935,75,COMPLETED
brettyoshi9,Lucky☆Star,1887,80,COMPLETED
brettyoshi9,Hajime no Ippo: THE FIGHTING! Boxer no Kobushi,12069,75,COMPLETED
brettyoshi9,Hajime no Ippo: Champion Road,264,75,COMPLETED
brettyoshi9,Hajime no Ippo: Mashiba vs Kimura - Shikei Shikkou,265,90,COMPLETED
brettyoshi9,Hajime no Ippo: New Challenger,5258,95,COMPLETED
brettyoshi9,Kaguya-hime no Monogatari,16664,60,COMPLETED
brettyoshi9,Hajime no Ippo: Rising,19647,90,COMPLETED
brettyoshi9,Majo no Takkyuubin,512,60,COMPLETED
brettyoshi9,Lucky☆Star OVA,4472,70,COMPLETED
brettyoshi9,Sen to Chihiro no Kamikakushi,199,30,COMPLETED
brettyoshi9,Angel Densetsu,5251,70,COMPLETED
brettyoshi9,Katsugeki Touken Ranbu,21742,60,COMPLETED
brettyoshi9,Mononoke-hime,164,65,COMPLETED
brettyoshi9,Ookami Kodomo no Ame to Yuki,12355,80,COMPLETED
brettyoshi9,Stranger: Mukou Hadan,2418,60,COMPLETED
brettyoshi9,Kidou Senshi Gundam I,1090,20,COMPLETED
brettyoshi9,Shigofumi,3420,75,COMPLETED
brettyoshi9,AURA: Maryuuinkouga Saigo no Tatakai,14669,80,COMPLETED
brettyoshi9,ReLIFE,21049,80,COMPLETED
brettyoshi9,Shoujo Shuumatsu Jugyou,100180,70,COMPLETED
brettyoshi9,Angel Beats!: Another Epilogue,10067,65,COMPLETED
brettyoshi9,Angel Beats! Specials,9062,70,COMPLETED
brettyoshi9,Byousoku 5 Centimeter,1689,60,COMPLETED
brettyoshi9,Roujin Z,2000,60,COMPLETED
brettyoshi9,So Ra No Wo To Specials,8197,65,COMPLETED
brettyoshi9,Love Live! School idol project,15051,90,COMPLETED
brettyoshi9,Omoide Poro Poro,1029,45,COMPLETED
brettyoshi9,Dennou Coil,2164,80,COMPLETED
brettyoshi9,Senki Zesshou Symphogear,11751,70,COMPLETED
brettyoshi9,Evangelion Shin Movie: Jo,2759,75,COMPLETED
brettyoshi9,Evangelion Shin Movie: Ha,3784,85,COMPLETED
brettyoshi9,Evangelion Shin Movie: Kyuu,3785,80,COMPLETED
brettyoshi9,Grand Blue,100922,85,COMPLETED
brettyoshi9,TRIGUN: Badlands Rumble,4106,70,COMPLETED
brettyoshi9,Yuuki Yuuna wa Yuusha de Aru,20800,65,COMPLETED
brettyoshi9,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,100791,65,COMPLETED
brettyoshi9,Suzumiya Haruhi-chan no Yuuutsu,5118,80,COMPLETED
brettyoshi9,Saenai Heroine no Sodatekata,20657,85,COMPLETED
brettyoshi9,Golden Kamuy 2nd Season OVA,124756,70,COMPLETED
brettyoshi9,THE IDOLM@STER,10278,85,COMPLETED
brettyoshi9,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,97769,70,COMPLETED
brettyoshi9,Mirai Shounen Conan,302,20,COMPLETED
brettyoshi9,Lupin III: Cagliostro no Shiro,1430,40,COMPLETED
brettyoshi9,Rikei ga Koi ni Ochita no de Shoumei shitemita.,107067,80,COMPLETED
brettyoshi9,Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,5114,75,COMPLETED
brettyoshi9,Kimetsu no Yaiba,101922,30,COMPLETED
brettyoshi9,Made in Abyss: Fukaki Tamashii no Reimei,100643,75,COMPLETED
brettyoshi9,Overlord,20832,70,COMPLETED
brettyoshi9,Mind Game,875,55,COMPLETED
brettyoshi9,Jinrui wa Suitai Shimashita Specials,15617,80,COMPLETED
brettyoshi9,Hataraku Maou-sama!,15809,65,COMPLETED
brettyoshi9,Koi wa Ameagari no You ni,98385,75,COMPLETED
brettyoshi9,Genius Party,3508,55,COMPLETED
brettyoshi9,Genius Party Beyond,6795,45,COMPLETED
brettyoshi9,Toki wo Kakeru Shoujo,2236,50,COMPLETED
brettyoshi9,Go-toubun no Hanayome,103572,75,COMPLETED
brettyoshi9,Tsuki ga Kirei,98202,80,COMPLETED
brettyoshi9,Nekojiru-sou,601,65,COMPLETED
brettyoshi9,Aggressive Retsuko,101571,40,COMPLETED
brettyoshi9,Gekkan Shoujo Nozaki-kun,20668,70,COMPLETED
brettyoshi9,Gekkan Shoujo Nozaki-kun Mini OVA,20869,70,COMPLETED
brettyoshi9,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,6007,80,COMPLETED
brettyoshi9,Ookami to Koushinryou II,5341,80,COMPLETED
brettyoshi9,Ookami to Koushinryou II Specials,6884,75,COMPLETED
brettyoshi9,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",103874,75,COMPLETED
brettyoshi9,Dororo,101347,20,COMPLETED
brettyoshi9,Tonari no Seki-kun,18139,75,COMPLETED
brettyoshi9,Tonari no Seki-kun OVA,20600,70,COMPLETED
brettyoshi9,Tonari no Seki-kun Specials,20738,70,COMPLETED
brettyoshi9,Top wo Nerae! GunBuster,949,75,COMPLETED
brettyoshi9,Danna ga Nani wo Itteiru ka Wakaranai Ken,20735,55,COMPLETED
brettyoshi9,Danna ga Nani wo Itteiru ka Wakaranai Ken 2-sure-me,21000,55,COMPLETED
brettyoshi9,REDLINE,6675,60,COMPLETED
brettyoshi9,Usagi Drop Specials,11113,80,COMPLETED
brettyoshi9,Tenkuu no Escaflowne,182,40,COMPLETED
brettyoshi9,Bungou Stray Dogs 2nd Season,21679,80,COMPLETED
brettyoshi9,Bungou Stray Dogs: Hitori Ayumu,21791,75,COMPLETED
brettyoshi9,Bungou Stray Dogs: DEAD APPLE,98384,70,COMPLETED
brettyoshi9,Bungou Stray Dogs 3rd Season,103223,75,COMPLETED
brettyoshi9,Sewayaki Kitsune no Senko-san,105914,50,COMPLETED
brettyoshi9,Luo Xiaohei Zhan Ji (Movie),112023,50,COMPLETED
brettyoshi9,Escaflowne,393,30,COMPLETED
brettyoshi9,Giant Robo THE ANIMATION: Chikyuu ga Seishi Suru Hi,2321,20,COMPLETED
brettyoshi9,Majo no Tabitabi,112609,90,COMPLETED
brettyoshi9,Tonikaku Kawaii,116267,75,COMPLETED
brettyoshi9,Shoujo Kakumei Utena: Adolescence Mokushiroku,441,70,COMPLETED
brettyoshi9,Hidamari Sketch Specials,3165,70,COMPLETED
brettyoshi9,Hidamari Sketch x 365,3604,75,COMPLETED
brettyoshi9,R.O.D -READ OR DIE-,208,60,COMPLETED
brettyoshi9,MINKY MOMO in Yume ni Kakeru Hashi,3462,65,COMPLETED
brettyoshi9,Hidamari Sketch x 365 Specials,6984,70,COMPLETED
